T140Q1FY23 ;"POWEREDGE T140 1 PROCESADOR INTEL XEON E-2226G 3.40, 6C/6T 16GB, 2TB X 1HD SATA, CHASSIS WITH UP TO 4 X HDD 3.5""  FUENTE DE PODER 365W GOLD, DVD";1;; $1.337,00 ;$ 1.738,10;;$ 1.337,00;;
;;;;;;;;;
MXP-05A/80A/119/120;CARTUCHO DE TONER  MXP-05A/80A/119/120;5;11,13; $10,82 ;$ 14,47;$ 14,07;$ 54,10;$ 13,15;
MXP-103A;CARTUCHO DE TONER  MXP-103A;5;8,84; $8,32 ;$ 11,49;$ 10,82;$ 41,60;$ 10,11;
MXP-38A/42A/45A;CARTUCHO DE TONER  MXP-38A/42A/45A;3;38,79; $37,65 ;$ 50,43;$ 48,95;$ 112,95;$ 45,74;
MXP-49A/53A;CARTUCHO DE TONER  MXP-49A/53A;3;12,58; $12,17 ;$ 16,35;$ 15,82;$ 36,51;$ 14,79;
MXP-49X/53X;CARTUCHO DE TONER  MXP-49X/53X;3;16,64; $16,12 ;$ 21,63;$ 20,96;$ 48,36;$ 19,59;
MXP-CE250A/CE400A;CARTUCHO DE TONER  MXP-CE250A/CE400A;2;34,32; $33,28 ;$ 44,62;$ 43,26;$ 66,56;$ 40,43;
MXP-CE251A/CE401A;CARTUCHO DE TONER  MXP-CE251A/CE401A;2;34,32; $33,28 ;$ 44,62;$ 43,26;$ 66,56;$ 40,43;
MXP-CE252A/CE402A;CARTUCHO DE TONER  MXP-CE252A/CE402A;2;34,32; $33,28 ;$ 44,62;$ 43,26;$ 66,56;$ 40,43;
MXP-CE253A/CE403A;CARTUCHO DE TONER  MXP-CE253A/CE403A;2;34,32; $33,28 ;$ 44,62;$ 43,26;$ 66,56;$ 40,43;
MXP-CE255A;CARTUCHO DE TONER  MXP-CE255A;3;21,74; $21,11 ;$ 28,26;$ 27,44;$ 63,33;$ 25,65;
MXP-CE255X;CARTUCHO DE TONER  MXP-CE255X;1;30,06; $29,12 ;$ 39,08;$ 37,86;$ 29,12;$ 35,38;
MXP-CE261A;CARTUCHO DE TONER  MXP-CE261A;2;44,3; $42,95 ;$ 57,59;$ 55,84;$ 85,90;$ 52,18;
